comment
이번 시즌엔 송찬의 선수 1군에서 꾸준히 뛰어 주세요
84승 남았다!!! 첫경기 스타트 너무좋다!
이제 잠실 중견수는 송찬의가 해주면 좋겠어요!! 송찬의 풀타임 활약 가보자~
"중간까지 진짜 재밌게 봤는데
점점 개막전부터 대패하는 걸 직관한 롯데 팬들이 안타까워져서
마지막엔 눈가가 촉촉해졌네요..."
치리노스 지리노
수비의차이가 이렇게 크네요 ㅋㅋ  엘지트윈스화이팅!!!
찬의야 초구부터 막 돌려라!!!!! 오늘 정말 최고였어😊
"신구의 조화가 이렇게 아름답습니다!!!
오늘 찬의 잘했으니 낼은 정빈이도 잘할 거야!!!"
엘지가 왜 우승후보이고  롯데가 왜 꼴떼인지 보여준 경기.... 내일도 개꿀~~!!!
엘지 선수들 캠프기간동안 준비 잘된거같아서 보기좋다 ㅎ 우승하고 여기저기 불려다니고 운동못해서 준비못한게 티가 났는데..ㅋㅋ 올해는 다들 열심히 준비한듯! 시작이 좋다
엘지 우승 가보자 ❤
롯데는 캠프기간동안 유튜브에 수비훈련 영상 엄청 나오더니...카메라 킬때만 한거아녀...? ㅋㅋㅋㅋ
솔찍히 롯데에서 유강남이랑 노진혁은 손해배상 청구소송해도 될정돈데...??
송찬의 선수!! 드디어 빛을 보나요 뭉클하네요 ㅎㅎ 아자아자!!
꺼억~
유강남 선수 너무 고마워요. 좋은 추억도 계속 가지고 가요
"치리노스 공 지린다 ㄷㄷㄷㄷ
춤을추네 춤을 춰😊"
탄탄하다 엘지
우리 지환이 😊
"해외여서 하이라이트로만 보는데, 썸네일에 경기 결과는 좀 안나오게 할 수 없을까요? 결과 알고보면 김빠집니다"
"전선수가 잘했네요
특히 송찬의선수 기대됩니다~~"
역시 상위권 팀은 수비가 한수 위다
매 경기가 오늘만 같아라
롯데 우짜면 좋나?
캬~~~~ 올해도 잘해봐요!!!!! ㅎㅇㅌ
불펜 더 잘했으면!!  오늘 잘했다 LG  야근했는데 힘나네🎉
"찬의선수
올시즌 오늘같이만 해줘~~♡"
오늘 직관갔는데 포에버엘지 부르다 아들몰래 눈물 훔쳤네요.. 진짜 개감동...
문보경은 매해 성장하네 ㄷㄷ
송찬의 을  SSG반쪽짜리 은퇴직전 포수하교 트레이드 이야기한 놈 나와
여전히 롯데는....
85승남 았다.우승확정까지.
송찬의 1군에서 오래 봅시다
메가트윈스포🎉
와 오늘처럼 하면 우승하겠다❤
박명근 불펜의 힘이 되어 주세요
롯팬들아 그리 당하고도 아직 희망을 품냐
사랑한다 엘지!
"모두 선수들 다 잘했다.
특히 희생번트 송찬의, 볼넷 구본혁 칭찬해!!!
내일도 이기자."
송찬의가 생각보다 잠실형 타자로 잘큰거같음
"장타도 많이 나오고 시원시원한 경기네요. 선수, 코칭스태프,프런트, 중계진, 팬들까지 다들 아프지말고 재미있는 시즌 보냈으면 좋겠습니다😊😊😊"
롯데 득점 오 ㅐ안 보여주나 했더니 LGTWINSTV였구만~ㅎ
25시즌 오늘만 같아라~~~♡
송찬의 이제 퓨쳐스말고 1군에서 놀아야지 ㅋ
치리노스 싱커인가요? 궤적이 되게 신기하게 꺾이네요. ㄷㄷ
첫게임이지만 투타밸런스에 수비 안정감에 문보경 뭔가 노련미 ㅋ 치리노스 기대 이상에 ㅋ
롯데가 너무 못하는데??
치리노스 지리노
LG 개막전은 늘 안보는데.. 늘 지니까..ㅋ 오늘은 이겼네요. 시원하게. 끝까지 잘.해.보.자~!!!
ㅋㅋㅋㅋㅋㅋㅋ뚱태형 두산선수빨증명허네..ㅋㅋㅋㅋㅋ
아 오늘 개막전 간 사람들 부럽 ㅠ🎉
올해 우승해야한다. 이 전력으로 우승못하면 당분간 또 힘들어질지 모른다
치리노스 공 너무좋은데?❤
엘롯 이렇게 압도한거 오랜만에 본다
개막전 부터 쭉쭉~~~ 와이어투 와이어 우승 가즈아!!!!
사랑한다 LG 우승을 위하여 파이팅!!
우승 가즈아~~~
우승까지!!
무! 적! L! G!
올해는 홈런군단 강속구의 엘지를 보고싶구만
완벽한 스타트ᆢ이대로 쭈욱 가보자구
송찬의가 왜이리 잘해 ❤❤❤❤❤
송찬의 3안타😎
아이럽마이트윈스♡
2025년 엘지의 키는 제가 생각했을 때 송찬의 선수가 될 수도 있겠습니다. 올해 기대가 아주 큽니다.
사랑한다 엘지❤❤❤
매경기 이렇게만 해줘ㅠㅠㅠㅠㅠㅠ
시작이 좋다.
모든게 마음에 들었던 개막전
송찬의 문보경 우강훈 오지환 좋다
"기아좌완불펜 털수있다, 송찬의!"
"이광환, 노찬엽 시구시타는 진짜 근본넘친다."
이보다 더 좋을수없는 개막전이었다🎉🎉🎉🎉🎉
송찬의를 주전으로❤❤
황성빈 올해 넌 끝이다 ㅋㅋㅋ
"치링치링치리링~~~
치리노스 멋지네용^^
그저 야구를 볼 수 있어서 좋습니다!!!^^
❤🎉❤🎉❤🎉❤🎉❤🎉❤"
오늘 야수 전원 출장 다 잘했다 문정빈 안타 쳤음 좋았을텐데 진짜 팀이 많이 강해졌음
"세상 아름다운 단어 ""메가트윈스포""!"
송찬의 화이팅!!!!!
찬의 사랑한다. 올 시즌 내내 내 사랑을 저버리지마 💕💕💕
다들 너무 잘했다❤
15:08 내야즈 세리머니 사랑해 💕💕💕💕💕
개막전부터 느좋
"오늘 너무 시원하게 이겨서 기분이 너무 좋네요^^ 이 기운 그대로 올시즌 가장 높은 곳에서 마무리 하기를 기원합니다!!
새로운 세리머니 의미가 뭔가요?"
금년에는 드디어 송찬의가 터지네 ~~~
송찬의 선수 응원합니다❤
오늘은 깔게 없는 깔끔한 경기
화면에 스포나오네 삭제ㅋ
"아~주 분위기가 좋습니다~
🏆🏆🏆🏆"
엘팬들 한마음 한뜻으로 송찬의 응원하는거 감동❤나도 찬의 댓글 쓰러 왔는데 ㅎㅎㅎ
7회 갓진성 8회 박명근 9회 마무리 우강훈도 잘했다~  진짜 나 엘지팬이라 너무 좋다~🎉
"보경선수 첫홈런
축하합니다❤"
송찬의 타구질 기대하게 만드네 ㅎㄷㄷ
너무 오랜만의 하이라이트 ㅎㅎ
"송찬의도 터진다
 3안타 👍👍🎉
낼도 선발 내시오 ~~"
"3:58 하이파이브가 왜 안 맞아?
팀 조직력 엉성한데 이거. ㅋㅋㅋㅋㅋㅋㅋㅋ"
"울조카 보경이 넘 잘했다.
올해 30홈런가자~"
송찬의 뭐야!! 개막전부터 3안타라니 !! 너무기쁘지만 꾸준하게 잘해줘 !
"엘지는 큰물에서 많이놀았고 롯데는 큰물에 오니 정신이없네요
모두 수고했습니다"
내일까지 덕직 어떻게 기다림?
"오늘 송찬의선수 최고였어요!!!
훨훨 날자 :)"
아 덕직 마려워😂
치리노스에게서 30승장명부투수 향기가 나네 신화창조무적LG화이팅 !!!
사랑한다 엘지❤❤❤❤❤
사랑한다 나의엘지 ❤
"센터라인 오지환, 신민재, 박해민은 전세계급!"
송찬의 올해는 니가 주인공이 됐음 좋겠다.. 화이팅!
우리엘지 야구잘하네 ㅎㅎㅎ
송찬의 선수 배트 스윙이 전성기 시절 노찬엽 선수와 비슷하네... 공을 자르듯 ㅎㅎ
너무 재밌다 진짜 야구
역시개막전부터우승까지전진하라
아니 진짜~ 개막전부터 홈런을 빵빵 터뜨려주고 요래주면 덕직이 더 더 기대되자나요~~~♡ 그런데... 또 한편으론 올해 피켓팅  두려워지네요..^^
"2025시즌 kbo 1호 홈런 문보경
승리의 축포 초구 홈런 오지환
미소만 지어지는 3안타 송찬의
기대보다 더 잘해준 트윈스 1선발 치리노스
오늘도 킹진성 그저 헌신좌
구속 좋고 제구 좋은 귀요미 박명근
사이드암 150 우강훈
너무 잘했다 우리팀 역대급 첫 단추이니 이대로 역대급 시즌 가보자!"
치리노스 사랑해요
로떼는....공격 투수보다 수비가....ㅎㅎㅎ 유격수 2루수 포수가.....두팀이 수비에서 수준 차이가 컸음.
"우리 송찬의
터질때됬어 뭔가 2025년
일한번내자
화이팅 👍"
역대급 개막전
토스 악송구는 첨보네 ㅋㅋ
우리는 완벽한 팀 그 자체다... 2년만의 통합우승 가보자!😍😍😍😍😍🖤🖤🖤🖤🖤🥎🥎🥎🥎🥎🔥🔥🔥🔥🔥✨️✨️✨️✨️✨️
"이렇게 완벽했던 개막전을 본 적이 있었나 싶습니다. 역대급 첫단추!! 이 기세 계속 잘 이어나가길!!

선수들 다치지마시고 한 시즌 농사 잘 가꾸어보아요❤"
"찬의선수 오늘처럼만🙏🙏🙏
화이팅❤"
부상선수 발생없이 쭈욱 달려서 최종엔 제일 높은곳에 다시 올라서길✌️✌️
"사랑한다 나의 엘지여 
포에버 엘지…. 부활도 반갑다…. 진짜"
"앞에서 다 아웃되고 송찬의로 넘어오면 ""괜찮아. 찬의가 해줄거야"" 라고 말했는데 진짜 오늘 타석 내내 계속 해줌 ㅠㅠㅠㅠ 송찬의 넌 빛이야!!!! 송찬의 사랑한다!!! 내 마음속 오늘 mvp는 너야!!!!!!"
치리노스가 생각보다 잘해서 놀랐던 경기였습니다. 위기 순간에 바로 구종에 변화를 줘서 위기를 넘기는 순간이 좋았던 거 같고 개인적으로 퓨처스 리그에서 응원 많이 했던 송찬의 선수가 오늘 제대로 보여줘서 기분 좋은 개막전이였던 거 같습니다 거기에 포에버 엘지까지❤❤
무패우승까지 143경기 남았다 ! 🤗
첫 단추를 잘 꿰메야 한다는 말이 있는데 개막전에 LG 너무 잘했습니다!! LG 앞으로도 파이팅!!
4분전 ㄷ
우리  엘지 선수들 사랑하고 존경합니다 홧팅 ❤
송찬의 3안타 묻히지말자ㅠㅠ
돌아온 포에버엘지 현장 응원 직캠도 올려주세요! 오늘 예매 실패해서 못간 ㅜㅠ
하진짜 엘튜브 이렇게 빠르면 칭찬밖에 못받아😌❤️‍🔥❤️‍🔥❤️‍🔥
무적엘지
1분전 ❤
오늘 야수 총출동 좋았따리~~~~~~~~~~
2025 시즌 시작이 넘 좋네요!
기다렸다 하이라이트~ 올시즌도 달려보자
Forever lg
"시범경기 2홈런의 설움은 잊어라
우리팀 개막전에만 2홈런 쳤다😍😍😍"
"미쳤음 이젠 문보경은 차은우를 넘어섰음
문보경은 이제 해외 세끈빠끈 오빠님들 한 수 위"
너무 조아요❤
1등
이번주 경기보고 너무 슬퍼서..행복했던 시절 추억하러옴ㅠㅠㅠㅠ타격 좀 제발 살아나게 해주라ㅠㅠ
""
"와우, 송찬이 선발에 들어가니까 팀 전체가 활기를 띠는 것 같아요. 본혁이가 민재 자리를 잘 매꾸고, 대타가 들어가면 바로 득점을 올리는 거 보면 정말 대단한 것 같아요. 주전 선수들이 쉬면서도 팀이 잘 돌아가니까 신인 선수들도 경험을 쌓을 수 있어서 좋은 거 같아요. 이번 시즌 정말 기대가 되네요!"
오늘 메가트윈스포도 맛있네요! 울팀의 수비 실력은 정말 강팀 느낌이 들어요. 중요한 타이밍에 완벽한 수비까지 보면 정말 갓벽이죠. 엘지를 사랑하게 되는 순간이죠!
이렇게 완벽한 개막 시리즈를 다시 볼 수 있을까요? 엘지를 사랑합니다!! 영원히 엘지를 지지할게요!!凉️️
헌신이와 보경이가 수비로 지켜낸 8회 초
롯) 아하?! 그냥 LG가 자연 재해였구나!!
엘지를 지지하는 팬 서비스가 돋보이네요!
롯데랑 한화전 스윕으로 기분좋게 시작하네
이대로 쭉연승로가자 1등이다
"이번주중시리즈 엘지랑 경기 정말 기대 됩니다!양팀팬들 도파민 터지는 순간으로 가득할거 같아요.ㅋㅋㅋ

-우린 롯데가 아니다-"
우리 백익명씨 ㅜㅡ 다음엔 잘해줘요
5:11 오스틴 익사이팅석 팬분들이랑 호흡하는 것 같아서 더 좋다 ❤❤❤ 종신엘지해줘 ㅠㅠ
시범경기 홈런왕 송찬의!! 올해 문정빈하고 같이 터져주길~~
올해 이런영상 앞으로 딱 98번 정도만 더 만들어주세요~~~~ ㅋㅋㅋㅋ
기분 조~~~~~타.
"김진성 처리하러 올라왔을때 ㅠ 넘 멋졌음 ㅠㅠㅠ
글고 넘 멋있어 우리엘지 수비는 짧게 공격은 길게! 
수비도 잘하지 공격도 잘하지 홈런도 잘 치지!! 
이번년도 기운이 남달라!! 우승가즈아🔥🔥🔥"
손주영 사랑해
최강 LG 👍👍👍
젊은피들이 성장하니 든든하구나.
엘팬으로 진짜 숨넘어가게 좋은데 상대가 롯데라 객관성이 좀 떨어지는 느낌 다른팀 하고 할때도 이렇게 쉽게 쉽게 경기 해줬으면 좋겠네요.
"휴대폰 밝기 제일 낮게 설정해놨는데 썸네일이 너무 밝아서 깜짝놀랐네요 저 선수 후광 대체 뭐죠? 네? 저런 존잘 선수가 좌완 에이스라고요? 세상 혼자 사네😝😝 
손주영❤"
갸)손주영은 확실한 상수다.
손주영 영구LG 다!!!
누가 LG 를 딱총부대라고 했는가.. ㅍㅎㅎㅎ
문보경 2경기 연속 홈런이네.. 이대로 100 홈런 함 가자 ㅋㅋ
직관도 보고왔는데 보면서도 눈물나네 2틀간 엔돌핀돌게해줘 고맙다엘지여
올해는 꼭 우승으로 갈 것 같아요. 팀 구성이 너무 좋은 예감은 틀리지않더라고요. ㅎㅎㅎ
이틀연속 메가트윈스포를 보게 되다니 ㅠㅠ
오스틴 신의손 ㅎㅎ 다치지 않게 조심조심~
"응원가가 주인을 정했다.
""내주인은 바로 너!"""
박용택이 위로 튀어오르는 변화구에는 여지없이 안타 맹글었는데 보경이는 이번시즌 튀어오르는 변화구는 10중8 9는 런일꺼임 ㅋㅋㅋ 감 확실히 잡은듯
"우리 선수님들 모두 멋져요!! 엘지트윈스 때문에 주말 이틀 직관하면서 너무너무 행복합니다
앞으로 건강하게 다치지말고 즐거운 야구 함께해요❤"
이야 저런 수비까지 완벽한 외인 누가 델꼬옴 특진 시켜주라
이겨도 져도 이런 짜임새있는 경기만 봤음 좋겠다 너모 행복해
젊은선수들도 잘하도 심지어 베테랑들도 역할해주니 그야말로 행복합니다. 김진성 냉동해ㅜㅜ
하이라이트에 백승현 등장도 안하는거보소
"손주영 은 이닝,투구수 관리하자...국대 수준인데 😅 꼴데는 올해도 하위권 확정
키움,롯데,한화 5위 밑"
"누가 우리를 소총부대라고 걱정했는가?
누가 우리를 선발이 걱정된다 했는가?
누가 우리를 수비 못한다고 걱정했는가?

걱정ㄴㄴ"
앞으로 홈런구단으로 칭하는걸루ㅎㅎ
"손주영의 유일한 단점은
손주영이 한명밖에 없다는 것"
엘지 잘한게 유강남 보내고 박동원 데려온거 신의 한수
개막 2연전 🎉
ㅠㅠ 아 왜 눈물나냐 나도 직관가고 싶다.. ㅠㅠㅠㅠㅠㅠㅠ
"엘지 잘했다
신민재 다시 대주자ㅠㅠ
문성주 다리떠는거 보고싶다ㅠㅠㅠ"
엘지의 젊은 피가 터지고있다!! 송찬의 문정빈이 터지면!!! 차후에 이재원까지 오면!!! 리빌딩 자연스럽게 타선쪽에서는 될수있다... !!!
엘지는 문씨가 진리다!!!!! 문보경 문성주 문정빈....
꼴데 보얙
백승현 힘내라❤😊❤
문정빈 진짜 싹이 보인다..
"외야 신인급 보니 다음 세대 자리도 꽉찼네
차기 유격수랑 포수오디션만 성공하면 될듯"
"이 경기 보면서 느꼈습니다.
손주영 선수..진짜 엘지의 에이스를 넘어서
류,김,양의 뒤를 잇는 국대 좌완 1선발이 될 것 같네요
뭐라 표현해야 할지 모르겠을 정도로 진짜 잘하네요 ㅋㅋㅋ
아주 이뻐 죽겠습니다 그냥 ㅎㅎ
앞으로도 화이팅!!"
신민재 선수는 왜 경기에 뛰지않나여 ㅠㅠ 부상인가요???
"타격도 투구도 다 좋았고
무엇보다 수비가 훌륭해서 더 웅장했던 경기"
23시30분에퇴근해서 아직까지 하이를 돌려보고있는나현재 01시 25분
"롯) 다음번엔 살살 좀 하자
     적당히 패뿌라😂😂"
"엘지에 우승원동력과강팀으로써,자리매김은 박동원영입이다..쵝오~"
설레발 일까?! 송찬의는 이제 됐다는 느낌. 문정빈은 이재원같은 느낌(포텐 터지길 바람)
수비로서 강팀임을 증명한다
롯데가 못하는건지 엘지가 잘하는건지 모르겠다...
기아 언제만나나 깜끔하게 눌러줘야되는데
강남이 안잡고 박동원은 신의한수였다
손주영은 차기 좌완국대 에이스
오스틴 나이스캐치
제발 쎔메일에 스코어좀 ㅠㅠ
같은 업자로서 롯데 수비실책 안타까워서 수비필요없는 홈런으로 ㅋ
문보경 겨울에 얼마나 열심히 운동한거야❤
"작년에는 ""위대한 세이브""
올해는 ""위대한 홀드 1호""
무사 만루에서 어떻게 저렇게 담담하게 공을 던지는지
정말 언빌리버블 김진성!!! 갓 진성!!!
우리 선수들 홈런 잔치에 호수비 쇼에 완전 멋져부러~~~
드디어 빛을 발하는 송찬의, 문정빈 선수...
매년마다 새로이 활약하는 선수가 꾸준히 나와준다면
우리 엘지트윈스는 말 그대로 ""무적 엘지!!!""
덕아웃 홈런 세리머니 때 벌써부터 합류해서 방방 뛰는
치리노스 선수를 보니 흐뭇하네요...
근 몇년간 우리 외인 선수들 실력도 실력이지만
인성도 참 좋은 것 같아서 흐뭇합니다...
해외 스카우터 담당자분 칭찬합니다... 흐흐흐흐...
그리고 저는 경기 승리 후 외야 선수들끼리 하는 세리머니,
내야 선수들이 마운드에 모여서 둥글게 세리머니 보면
정말 감동합니다... 막 마음이 찡해요... 으흐흐흐...
이제 2경기 시작했으니 백마흔두번의 감동을 부탁드려요...
꿈은 크게 가져야 합니다... 히히히히...
꼭 승리 못하더라도 경기 끝까지 포기 안하고 열심히
하는 모습만 봐도 고맙고 감동이에요...
절대로 부상 당하지 않고 끝까지 모두들 완주하길 빕니다...
사랑한다 엘지트윈스~~~!!!"
손주영 진짜 사랑스럽네....
야 롯데 정신안 차려
롯데야 아이고…..😩
백승현 인지.뭔지 2군 보내라
문보경 선수 모자이크 가능하실까요 심장이 너무 아픕니다
"2025 또 미치게 만드네 ❤
lg는 그냥 영화다 ㅎㅎ"
무적 엘지가 이런거지
꼴떼 두게임 이기고.. 우승하는줄 알겄다ㅎ
작년까지는 정말 주전 부상으로 공백이 생기면 응 라인업 빵꾸내고 그냥 그대로 바람 통하게 냅둘거야 ..  싶은 라인업이었는데 23우승 라인업이 아니어도 자연스럽게 어린 선수들이 따라오는 게 정말 기쁩니다 ... 세대교체 할 거야 ! 하고 하는 게 아니라 그냥 딱 필요한 선수가 타석에 나온다는 생각이 들어요. 아직 2경기지만 그래도 남은 경기 모두 부상 없이 꿈을 이룰 수 있었으면 좋겠습니다~ ~
당첨 올해 꼴데 올해까지만 야구운영할라 그러나 보네
자 이제 응원단장만 바꾸면 완벽한 팀이다🔥🔥🔥🔥🔥
"너무 기특해서 계속 하이라이트 뜨는 족족 보는 중....
아까 tv로도 봤는데🥹"
정규리스우승 매직넘버 142
주영이 찬의 정빈이 주헌이 원영이 본혁이 보경이 엘지의 미래 너무 든든하다
진짜 헌신좌 동결건조 어떻게 안될까요?… 제발요
손주영 구위 진짜 지린다 말이 안나옴
"이틀동안의 직관 정말 가슴 벅차고 행복했습니다. 
현재의 엘지의 믿음과  미래의 엘지의  불씨를 볼 수 있는 좋은 경기였습니다 .
더운 날씨에 신바람 가득한 경기 보여줘서 고맙습니다."
헌신좌와 보경이가 지켜낸 8회초 😊❤
찬의 정빈아 앞으로 더 잘될일만 남았어 그동안 고생 많았다❤
난 설니폼이 너무 좋다..:.
와...... 그냥 미쳣네
왜 고작 두 게임인가요...
다 좋은데 제발 빗자루 반입금지좀 응원단상 중계잡히는데 청소에 쓰지도 않는 빗자루 때문에 안보입니다. 응원문화 홍보효과에도 방해되는거 아닌가요 제발 좀 반입금지 시켜주십쇼 😂 야구장이 지껀가요 맨날 마음대로 사석 앉고 야구장 경관 해치게 ㅎㅎ 1명 좋자고 나머지 팬들을 불편하게 하지 맙시다
나 이번시즌 내려놓고 본다했는데 왜케 잘하니? 😂😂😂
무적 엘지 언제나 응원합니다 🎉🎉🎉🎉
수비가 미쳤습니다
14:33 이제 연기력도 완벽한 문보물ㅋㅋㅋㅋ
11:26 ❤❤❤❤❤❤❤
엘지 국내 선발투수가 구위로 윽박지르는걸 보다니......ㅠㅠ
이런 화력의 엘지를 잠실 쓴다고 소총부대로 만들었었어?
"사랑한다 엘지~사랑한다 엘지~
이 분위기 계속 가즈아"
홈런의 팀인가 마지막 잠실야구장 시즌 !! 팀홈런 기록 갱신하고 갑시다요 ㅎ
주영아 형 오늘 살짝 지렸다..
5:12 아 좋아 이게 야구다
오늘 키포인트는 문보경수비였다.. 저거 뚫렸으면 결 과 모른다..
"홈런군단 ㅎㄷㄷㄷㄷㄷㄷㄷㄷ
무서울정도다 엘지 ㅎㄷㄷㄷㄷㄷ
이런팀이 대한민국 프로야구사에 있었나싶다 ㅎㄷㄷㄷㄷㄷㄷ"
오늘 홈런 시원시원하다^^준비 열심히 했구나~사랑해 애들아~~꾸준하게 가을야구까지 부상없이 화이팅^^
"오와우와❤
너무잘했다❤"
나도 LG의 왕조시절을 즐기고 싶다!!! 올해도 우승!!! 내년도 우승!!! 그냥 쭈~욱 우승하자!!!
직관했는데 문정빈 응원가 처음 부르는데 너무 익숙했음 채 ㅇ ㅡ ㄴ  성
문정빈 응원가와 포에버엘지 ㅠㅜ 올해는 된다
염감독은 합니다!!!
진짜 두말할것없이 야구보기가편해..비방하는건아니지만 롯데는불안해보이고초조해보이는데엘지는그냥편하게야구하는느낌.그리고 롯데는실수가너무많아..뭔가끈끈하게해야하는데..암튼 엘지잘한다.보경이 홈런100개한번쳐보자.
아니~~~~~~~~ 기대를 안 할 수가 없는 경기력이잖아요~~~~~~~~~~~~~ 이거 뭐 올해 해보겠다는거지ㅠ?
엘지 골고루 잘한다 진짜 ㅋㅋㅋ
"이번 개막전은 갓벽했던 시리즈다
특히 미래의 기대주들이 하나둘씩 포텐 터지는 게 진짜 날 설레게 해,,, 올해 진짜 V4 가나?"
문정빈 홈런 쳤을 때 덕아웃에서 침묵 세레머니 했던 것처럼 관중들도 같이 침묵 해주는 그런 이벤트 하면 디게 재밌겠다...ㅋㅋㅋㅋㅋㅋ
행복회로 가동 시작!
❤
너무 좋다 진짜로
