comment
정철원은 너무 좋다고 느껴져요.
타격코치바까라
김상수선수작년정말고새했죠.구위도좋았구.지금은폼이안올란것같아요.감독님.제발작년과똑같은실수하지말고폼떨어진선수는잠시2군으로보내고폼라온선수기용좀하세요.구승민.김상수선수는좀기다려야될것같아요.변화지않으면롯데는작년과똑같습니다.공무적인건중간계투진의눈부신발전.기대됩니다.롯데화팅
"빙살타 치러왔나
전부다 공을 띄우질 못하노"
다시 봐도 데이비슨의 투구는 예술이네요.
롯데는 프로가아님  아마추어 승급팀
"이래저래 무관중이 답ㅎ
유사 프로 코스프레 야구단
물론 프론트고 선수고 전부 다"
"롯데자이언츠는 매경기 1선발 만나나봐요 ㅠ
점수를 못내네요 ㅠㅠ"
근근히  이깃네 하아 ㅜ 더잘할수없나 ?
마무리가 죠짓네
"황성빈 진짜 어떻게 안됨??? 1번 역할을 잘 못하던데.....이제 3경기 했다지만.....
김원중이 어제 블론 했지만 워스트는 황성빈이라고 봄
어제 이겨서 다행이지 졌으면 진짜 초반 재방송 볼뻔...."
롯데야 엘지가 너무 강햇지 ;;;
"솔직히 김원중이 난 잘 던졌다고 본다.. 결과론 적이지만... 작년처럼 도망 다니다가 볼넷 준거 보다 훨씬 좋아 보였고, 후속 타자를 범타 처리 한걸로 봐서 믿음이 간다... 그래.. 힘으로 붙어서 안되더라도.. 도망다니다가 무너지는거보다 훨씬 낳다... 씩씩하게 던져주라... 그 모습이 보고 싶었다..."
정철원 타팀일 땐 좀 그랬는데 우리선수 되니 또 다르게 보이네 ㅎㅎ 멋지다.
전민재까지 자리잡으면 튼동님 야수 리빌딩은 완료 프로세스  거리며  유강남 노진혁 박승욱 이학주 30대들로 내야 도배하던 성민규가 싸놓은  똥 치운다고 수고많으세여
이제 덕밍아웃은 안올리시는 건가용 ..? 너무 보고싶은데 ㅠㅠ
"신나게 뜬지구 시퍼용?🎤 (턱턱) ⚾️ 레쓰듀잇! 데비 펌피럽😋데비🐱펌피럽💨오케이👌데비 퍼피럽😎데이비슨 펌피럽👅레쓰꼬우😻데비 펌피럽🏋️‍♂️오우😚데비 펌피럽🫶데이비슨펌피럽😳오우🥺구장🏟️이 찢길🦷것 같아😱Yo, man🫢🫢오우🤯헤이!😹뤼얼?👽Oh my god🤷‍♀️LOOK AT THIS👖✂️lt’s ,실제😮‍💨상황💦"
"김민석이 누구죠???
정철원 파이팅 넘치고 투구 시원하이 잘하드라~~"
이겼으니 망정이지 졌으면 치명타
이렇게 승리가 어렵다니 데이비슨 말고 선발은 불안하네 포수는 그냥 정보근 선수가 계속 해주세요 1승 축하합니다!!
김원중 욕 안한다며ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
정보근 보살 관상이다 앞으로 쭉 롯데가 좋은 성적을 내는 보살 같은 역할을 해라
아..정철원..소름 돋는다..
"이기고 나발이고 
병살, 실책 매경기 생기는건 물론이고
오늘만해도 볼넷, 번트실패, 무사2루 진루타 등 기본적인게 전혀안됨

슥이라 이겼지 엘지같이 기본기 잘되어있는팀에 맥도 못추리는게 괜히그런게 아님"
"이제는 반찬투정할때 지났잖아??? 
밥상 다차려주면 감사합니다~ 하고 받아먹어줘...."
장두성  최고다👍
데이비슨 HBD🎉❤
14:31 오늘 롯데가 승리한다 롯데! 빠 밤 빰 빰빰 2번 타자 김원중! 안 ~ 타 김원중!
순간 썸넬 5대4인줄ㅋㅋㅋㅋㅋ
