"국가별","항목","단위","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월","2023.06 월","2023.07 월","2023.08 월","2023.09 월","2023.10 월","2023.11 월","2023.12 월",
"아프가니스탄","중앙은행 정책 금리","",".119",".112",".106",".12",".12",".129",".144",".15",".15",".151",".152",".152",".152",".155",".154",".154",".154",".155",".156",".25",".19",".36",".5",".5",".57",".62",".63",".63",".63",".628",".6",".6",".623",".645",".674",".807",".9",".996","1","","3.658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"아프가니스탄","외환 시중 금리","","1.58337","1.6894","1.72048","1.93652","2.0429","1.96749","1.98177","1.96561","2.02324","2.03258","2.15308","2.15467","2.20728","2.25082","2.33729","2.32598","2.40554","2.69152","2.7699","2.507","2.1644","1.9257","1.89005","1.91378","1.83502","1.60424","1.28627","1.12835","1.25563","1.10825",".40785",".99787",".74769",".81978",".38599","1.22383",".58053",".35083",".46479",".71642",".43058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"아프가니스탄","저축율","","1.4622","2.91697","2.91828","1.47397","1.42644","1.66652","1.1838","1.35618","1.10643",".93583","1.72255","1.45044","1.53416","1.62649","2.46035","1.65737","1.17124","1.3203",".9941","1.2675",".0593","1.0681","1.06072",".05582","1.9441","1.81423",".96651",".7744",".77465","1.37257","1.38025","1.63417","1.34896","1.29767","1.14346",".81459",".66294","1.12289","1.1276",".9362","1.35403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"아프가니스탄","외환저축율","","1.07253","1.06638",".99525",".92977",".89335",".24017",".86263",".70996",".77779",".63914",".69959",".89938","1.58165",".70201",".94282",".37115",".90411",".80065",".3768",".7289",".4992",".7926",".67043",".5046",".44066","1.56124","2","2.75279","1.22929","1.40257","1.4581",".63511",".73695",".81536",".86346",".60543",".7146",".73352",".61985",".50967",".86049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"아프가니스탄","외환예금금리","","1.08708","1.57346","1.0518","1.02325","1.05773","1.02358","1.23923","1.36506","1.13307","1.24287","1.24409","1.18558","1.10374","1.07625","1.05311","1.14762","1.1748","1.67342","1.5765","1.5588","1.5451","1.4996","1.54121","1.13504","2","","","","","","","","1.94952","1.99312","1.04863","1.88628","1.26372",".65952","1.70221","1.35095","1.36822","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"아르메니아","중앙은행 정책 금리","","6","6","6","6","6","6","6","6","6","6","6","6","5.75","5.75","5.75","5.75","5.75","5.75","5.75","5.75","5.5","5.5","5.5","5.5","5.5","5.5","5.25","5","5","4.5","4.5","4.5","4.25","4.25","4.25","5.25","5.25","5.5","5.5","5.5","6","6.5","6.5","7","7.25","7.25","7.25","7.75","7.75","8","9.25","9.25","9.25","9.25","9.25","9.5","10","10","10.5","10.75","10.75","10.75","10.75","10.75","10.75","10.5","10.5","10.25","9.75","9.75","9.5","9.25",
"아르메니아","시장금리","","6.03091","5.8136","5.98309","5.85666","6.19858","6.078","6.16342","6.14517","6.10871","6.0552","6.16209","6.23126","6.06099","5.75386","5.79783","5.89451","5.79006","5.81616","5.7855","5.77413","5.64592","5.56294","5.47291","5.53534","5.54401","5.48628","5.34804","5.24014","5.0794","4.87989","4.50119","4.45642","4.33396","4.23861","4.27318","4.91992","5.46252","5.56458","5.49549","5.52228","6.49563","6.58917","6.97539","7.3303","7.42537","7.6365","7.33865","7.42166","7.71086","8.16318","8.4049","9.30898","9.52415","9.39084","9.3543","9.70073","10.0238","10.2678","10.64542","10.88047","11.17333","11.1023","10.92646","10.72784","10.77154","10.71733","10.59316","10.33236","10.05282","9.88213","9.63474","9.57232",
"아르메니아","초단기 국채율","","6.169","6.1476","6.1622","6.1552","6.2245","6.2296","6.2681","6.2766","6.2795","6.2557","6.2258","6.2269","6.2258","6.2497","6.1812","6.1742","6.0544","6.0574","6.154","6.0203","5.9746","5.8438","5.8008","5.7071","5.6491","5.62405","5.6134","5.87348","5.94634","5.9673","5.7075","5.7454","5.68114","5.7445","5.9067","6.40645","6.83212","6.8952","6.9414","6.9392","6.9933","7.3499","7.9076","8.2723","8.5322","8.8136","9.011","9.0983","9.2489","9.227","10.1878","10.5411","10.4636","10.5928","10.7542","10.5163","10.7294","11.1684","11.8159","11.81","11.7765","11.6242","11.7412","11.6369","11.5931","11.4168","11.1818","10.48","10.4337","10.5667","10.586","10.5549",
"아르메니아","예금금리","","8.8244","8.7319","8.39077","8.96645","8.47587","8.6425","8.69171","9.13761","8.62744","8.80275","8.1048","8.56859","8.95433","8.64894","8.99257","8.85433","8.85951","8.25205","8.21772","8.30392","7.36659","8.51183","8.41615","8.46548","9.10009","8.64838","7.22915","8.07518","8.31143","7.92117","8.14276","8.22105","8.41428","7.9414","8.00497","7.40484","8.34319","8.18457","7.74229","8.25814","8.33638","8.01586","8.38012","8.42315","8.27735","8.42962","8.23982","8.26783","8.39383","8.54173","9.2964","9.21071","8.46049","8.12876","8.01379","8.19011","7.94848","8.34294","8.54304","8.62016","8.4331","8.23948","8.18876","8.49001","8.28299","8.35466","8.22608","8.56972","8.60428","8.23245","8.57511","8.15535",
"아르메니아","대출금리","","13.85045","14.18812","13.20186","12.34345","13.73475","12.25527","11.87168","12.75336","12.4342","12.94504","12.35793","11.58039","12.93577","12.69976","12.56645","12.2616","11.60655","12.1444","12.2894","12.17058","12.01184","12.00851","11.54272","11.46628","11.54606","11.92313","12.08636","11.48655","11.69307","11.84067","11.594","11.39051","11.74","11.47853","11.19069","11.46855","11.54921","12.26528","11.96199","11.6976","11.4635","10.41164","11.82599","11.93704","12.2081","11.77929","11.76581","12.27744","12.13617","12.07966","12.49109","11.48932","11.5369","11.27473","11.69939","11.53537","11.54758","11.72546","11.09051","12.02678","11.75873","11.81814","12.28069","13.12803","12.60003","12.13963","12.29666","12.32838","12.73258","12.33627","12.70174","12.50198",
"아르메니아","정부채","","","8.0992","7.136","","8.3643","","","8.2392","","","8.3108","8.047","","8.5092","8.1738","","8.3705","7.3003","","7.9113","7.2129","","7.1635","6.4882","","6.624","6.2971","6.96372","7.0566","6.6578","","","6.4131","7.04342","","7.65492","","8.3673","7.6966","","8.6954","8.3908","","9.6042","9.3538","9.6244","9.834","9.6699","","9.84","10.5179","11.10425","11.1927","10.969","","11.4925","11.0796","11.67","11.67","11.946","11.9801","11.9555","11.9044","","11.65379","11.2321","","10.7515","10.5482","10.6992","10.9416","10.8892",
"아제르바이잔","중앙은행 정책 금리","","15","13","13","11","11","10","10","10","10","9.75","9.75","9.75","9.75","9.25","9","8.75","8.75","8.5","8.25","8.25","8","7.75","7.75","7.5","7.25","7.25","7.25","7.25","7.25","7","6.75","6.75","6.5","6.5","6.5","6.25","6.25","6.25","6.25","6.25","6.25","6.25","6.25","6.25","6.5","7","7","7.25","7.5","7.5","7.75","7.75","7.75","7.75","7.75","7.75","7.75","8","8","8.25","8.25","8.5","8.75","8.75","9","9","9","9","9","9","8.5","8",
"아제르바이잔","예금금리","","11.11","10.8","10.78","10.74","10.41","10.29","10.25","10.1","10","9.84","9.2","9.79","9.52","9.68","9.69","9.75","9.91","9.94","9.85","9.8","9.74","9.67","9.41","9.37","9.35","9.1","8.96","8.74","8.43","8.46","8.45","8.532","8.53317","8.54495","8.59455","8.59381","8.4472","8.64371","8.65656","8.69059","8.75277","8.77135","8.77311","8.73651","8.72931","8.70627","8.77961","8.80459","8.78508","8.85558","8.89801","9.0302","9.07647","9.01049","8.96415","8.98282","9.00693","9.00813","9.07472","9.01567","9.02567","9.0103","8.91936","8.84053","8.6694","8.56562","8.54408","8.52448","8.50266","8.4361","8.44177","8.35564",
"아제르바이잔","외환예금금리","","2.63","2.72","2.5","2.38","2.24","2.06","2.07","2.08","2.01","1.92","2.06","1.73","1.49","1.57","1.6","1.57","1.51","1.48","1.5","1.49","1.46","1.49","1.42","1.46","1.55","1.45","1.4","1.35","1.26","1.21","1.18","1.07205","1.06071","1.04635","1.06221","1.03222","1.04641","1.07674","1.04934","1.00352","1.00512","1.00961","1.04082","1.01209","1.01722","1.03765","1.01665","1.03895","1.03637","1.04781","1.00965",".99982","1.00369","1.00627","1.02745","1.04256","1.0857","1.10167","1.16213","1.16731","1.17105","1.36891","1.48836","1.55161","1.58713","1.68295","1.71478","1.73779","1.80552","1.85591","1.85638","1.80117",
"아제르바이잔","대출금리","","17.93","17.77","17.7","17.14","17.06","17.37","17.44","17.6","17.7","17.65","17.25","16.77","16.99458","16.75","16.97","17.25","17.3","17.24","17.3","17.28","17.6","17.58","17.57","17.54","17.71","17.7","17.25","17.05","17.18","17.2","17.07","17.09329","17.2024","17.05577","16.80953","16.81742","16.69096","16.39198","16.30752","16.36151","16.34734","16.51232","16.39424","16.55274","16.54136","16.32018","16.31786","16.37354","16.28015","16.10166","16.01064","15.25564","15.46627","14.65647","14.23904","13.9595","13.51043","13.30905","13.1909","13.09775","13.06923","13.13843","13.32691","13.5937","13.72609","13.77013","14.34589","14.42576","14.47701","14.591","14.57667","14.53781",
"아제르바이잔","외환대출금리","","8.26","8.45","8.35","8.39","8.09","8.04","8","8.03","7.82","7.58","7.6","7.55","6.50976","6.19","6.11","6.04","5.78","5.8","5.53","5.48","5.59","5.57","5.5","5.56","5.89","5.87","5.95","5.82","4.86","4.8","4.78","4.7652","4.90114","4.86096","4.82903","5.64055","5.63721","5.66298","5.64844","5.51367","5.45882","5.47792","5.64089","5.45398","5.24205","4.80137","4.74212","4.60078","4.55286","4.6088","4.62289","4.6314","4.55918","4.52008","4.55563","4.59258","4.75386","5.10644","5.18455","5.18864","5.24633","5.26054","5.05886","5.00045","5.15206","5.17829","5.33629","5.26347","5.33946","5.45449","5.50307","5.53925",
"방글라데시","중앙은행 정책 금리","","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",
"방글라데시","환매약정금리","","6.75","6.75","6.75","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5.75","5.25","5.25","5.25","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","4.75","5","5.5","5.5","5.5","5.75","5.75","5.75","5.75","6","6","6","6","6","6","6.5","6.5","6.5","7.25","7.75","7.75",
"방글라데시","시장금리","","3.9","4.11","4.4","4.31","2.96","3.41","2.14","3.31","4.22","3.65","3.5","4.09","4.12","4.35","4.54","4.57","4.54","4.55","3.46","4.69","5.04","4.64","4.12","4.5","4.84","5.06","5.14","4.89","4.97","5.01","4.23","4.7","2.87","2.61","2","1.79","1.78","1.67","1.82","1.68","2.08","2.25","2.22","1.79","1.9","2.25","3.15","2.66","2.43","2.8","2.66","4.58","4.73","4.88","5.34","5.49","5.53","5.79","5.8","5.8","6.66","6.15","6.03","6.04","6.03","6.06","6.3","6.28","6.41","7.35","8.03","",
"방글라데시","초단기 국채율","","3.39","","3.278","2.8325",".9925","3.888","2.75","1.1175","2.3875","1.35594",".75225","2.39495","2.895","2.985","3.4975","4.356","5.3975","6.92333","6.938","7.79","7.82333","6.8025","6.09","7.138","7.274","6.6825","7.155","","6.99","6.87333","4.9122","4.4375","3.15333","1.255",".958",".585",".4975",".45333",".85",".625",".5975",".57667",".71667","1.18","2.06","2.635","3.185","2.436","2.4025","2.165","2.5925","4.345","5.19","6.01","6.2425","6.11","6.04","6.045","6.24333","6.98","7.38","6.74","6.244","6.5825","6.68","6.8375","7.35","7.365","7.31","9","10.05","11.02",
"방글라데시","저축율","","3.56667","3.71021","3.71715","3.86042","3.86042","3.91535","3.68917","3.72111","3.67146","3.68882","3.65583","3.65875","3.68757","3.73889","3.79653","3.77","3.75806","3.75761","3.77965","3.79063","3.81771","3.80575","3.84274","3.84253","3.79034","3.69764","3.75635","3.67088","3.57892","3.50054","3.47966","3.40047","3.36033","3.27533","3.16313","3.05682","3.03791","2.967","2.967","2.97187","2.93247","2.88324","2.85392","2.8036","2.81912","2.75851","2.7541","2.76628","2.7747","2.7426","2.7986","3.0421","2.8062","2.8113","2.827","2.8553","2.8815","2.8444","2.8173","2.82375","2.8413","2.9038","2.8722","2.8621","2.8467","2.8269","2.8269","2.8269","2.8269","2.8269","2.9411","3.6709",
"방글라데시","예금금리","","6.03","6.46","6.81","7.23","7.45","7.52","7.01","6.6","6.21","6.16","6.21","6.2","6.26","6.33","6.33","6.5","6.61","6.77","7.04","7.09","7.1","7.11","7.12","7.04","6.97","6.73","6.5","6.33","6.19","6.1","5.93","5.83","5.76","5.64","5.5","5.33","5.28","5.2","5.14","5.09","4.9","4.92","4.82","4.8","4.96","5.04","5.17","5.22","5.24","5.25","5.29","5.31","5.38","5.49","5.54","5.55","5.69","5.81","6.01104","6.10171","6.22","6.33","6.46","6.48","6.54","5.53","6.63","6.69","6.72","6.78","6.78","",
"방글라데시","대출금리","","9.42","9.55","9.7","9.89","9.96","9.95","9.71","9.63","9.54","9.47","9.5","9.49","9.49","9.49","9.5","9.46","9.51","9.58","9.59","9.6","9.56","9.58","9.63","9.68","9.66","9.62","9.58","8.29","8.18","7.95","7.79","7.82","7.75","7.67","7.62","7.61","7.57","7.48","7.45","7.4","7.4","7.33","7.3","7.24","7.24","7.15","7.15","7.18","7.13","7.1","7.1","7.09","7.08","7.09","7.09","7.11","7.12","7.15","7.17662","7.2165","7.24","7.27","7.31","7.29","7.32","7.31","7.75","7.85","7.83","7.89","7.89","",
"방글라데시","정부채","","7.39","","7.35","7.11","6.84","7.5","7","","6.95","","7.15","7.54","7.63","","7.6","7.74","8.11","8.44","8.89","9.27","9.27","9.05","9.19","9.23","9.15","8.94","8.64","","8.74","8.66","7.89","7.4","6.64","5.63","5.9","5.77","5.75","6.01","","5.69","5.8","5.38","5.4","5.99","6.33","6.8","7.44","7.4","7.1","6.48","7.1","7.75","8","8.1","8.2","8.17","8.1","8.1","8.29","8.33","8.33","8.33","8.45","8.6","","","9.1","9.2","9.2","10.5","11.1","",
"부탄","예금금리","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"부탄","대출금리","","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14",
"브루나이","예금금리","",".291",".291",".289",".306",".306",".292",".292",".294",".3",".364",".374",".347",".32",".328",".329",".344",".386",".386",".386",".412",".414",".413",".352",".343",".343",".343",".339",".311",".251",".242",".176",".161",".148",".148",".149",".149",".136",".147",".147",".147",".148",".148",".135",".135",".129",".129",".13",".131",".131",".131",".133",".133",".139",".139",".139",".139",".139",".158",".158",".158",".176",".176",".176",".176",".17625",".177",".184",".184",".22",".219",".222",".221",
"브루나이","대출금리","","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5",
"캄보디아","예금금리","","1.53889","1.45556","1.31","1.26","1.26","1.28889","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.39444","1.39444","1.39444","1.455","1.455","1.455","1.455","1.455","1.455","1.455","1.455","1.455","1.455","1.495","1.495","1.495","1.495","1.495","1.495","1.495","1.495","1.495","1.495","1.395","1.395","1.395","1.395","1.395","1.395","1.395","1.395","1.395","1.395","1.4","1.42889","1.45222","1.44","1.44444","1.46778","1.57444","1.56556","1.68889","1.68","1.546","1.46273","1.15545","1.47455","1.48273","1.48273","1.47727","1.47455","1.50455","1.50455","1.58","","","","","",
"캄보디아","외환대출금리","","10.61783","11.23444","10.665","10.65","10.68","10.71889","10.71667","10.70222","10.57556","10.47111","11.03889","10.71875","10.39111","10.61444","10.53889","10.54111","10.512","10.669","10.516","10.62","10.562","10.638","10.633","10.515","10.208","10.222","10.221","10.122","10.122","10.124","10.38909","10.38909","10.29545","10.34091","10.34182","10.31455","10.35727","10.31545","10.31455","10.27818","10.27545","10.28","10.23455","10.25","10.23273","10.23364","10.39364","10.33636","10.31909","10.29545","10.33545","10.28182","10.35364","10.66273","10.52909","10.52818","10.66182","11.18338","11.19472","10.71455","10.86","10.86","10.83545","10.68413","10.67322","10.68986","11.32895","","","","","",
"중국","중앙은행 정책 금리","","2.5","2.5","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.55","2.5","2.5","2.4","2.4","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2","2","2","2","2","2","2","2","2","2","1.9","1.9","1.8","1.8","1.8","1.8","1.8",
"중국","할인율","","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9",
"중국","예금금리","","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5",
"중국","대출금리","","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35","4.35",
"키프로스","정부채","","1.68","1.93","1.83","2.12","2.52","2.61","2.08","2.22","2.1","2.35","2.41","2.34","2.22","2","1.74","1.49","1.34",".82",".66",".44",".48",".51",".58",".57",".61",".56","1.26","1.87","1.69","1.05",".95",".89",".72",".44",".29",".19",".21",".29",".39",".41",".54",".36",".25",".15",".23",".39",".55",".64",".86","1.59","1.92","2.26","2.69","3.42","3.39","3.07","3.7","4.2","4.19","4.2","4.19","4.12","4.28","4.28","3.97","3.79","3.74","3.84","3.99","4.13","3.79","3.23",
"조지아","중앙은행 정책 금리","","7.25","7.25","7.25","7.25","7.25","7.25","7","7","7","7","7","7","6.75","6.75","6.5","6.5","6.5","6.5","6.5","6.5","7.5","8.5","8.5","9","9","9","9","8.5","8.5","8.25","8.25","8","8","8","8","8","8","8","","9.5","9.5","9.5","9.5","10","10","10","10","10.5","10.5","10.5","11","11","11","11","11","11","11","11","11","11","11","11","11","11","10.5","10.5","10.25","10.25","10","10","10","9.5",
"조지아","시장금리","","7.33414","7.30207","7.25066","7.29951","7.303","7.32761","7.22725","7.0927","7.03986","7.04314","7.05945","7.05999","6.98159","6.66298","6.56894","6.42686","6.40749","6.49841","6.5","6.48677","6.96892","7.74972","8.52738","8.8569","9.07964","9.03351","9.06131","9.0631","8.51919","8.45579","8.2593","8.03817","8.01352","8.027","8.03592","8.00471","8.00065","8","8.21666","8.564","9.50466","9.50647","9.50603","9.93267","10.00142","9.98115","9.99174","10.39104","10.5","10.5","10.50729","10.98035","10.96667","11","10.99896","11.00079","10.99544","11","10.99458","10.996","10.99837","11.00093","11","11.0071","10.69684","10.50036","10.4945","10.28719","9.694","10","10","9.84422",
"조지아","초단기 국채율","","7.4157","7.3923","7.3147","7.2787","7.301","7.3403","7.3633","7.121","7.123","7.1343","7.1047","7.1127","7.0953","6.8457","6.8357","6.6757","6.5563","6.5107","6.5693","6.5627","7.0437","7.9895","9.0176","8.9943","9.1497","8.928","8.94257","9.2751","8.71869","8.68208","8.29929","8.18757","8.09571","8.10471","8.15057","8.11014","","7.971","7.972","8.457","","9.30933","9.1865","9.2875","9.36","9.3104","9.1864","9.7074","10.1","10.038","10.36714","10.884","10.7365","10.5175","10.2584","10.1068","9.9622","9.91027","9.685","9.6076","9.502","9.4355","9.629","9.5725","9.527","9.5715","9.4715","9.452","10.0943","9.3675","9.2625","9.0415",
"조지아","예금금리","","8.8366","8.951","8.5265","9.0173","8.6202","8.736","9.355","8.8176","8.7647","8.7128","8.8593","8.7942","8.6069","8.7955","8.4848","8.5875","8.4095","8.2656","8.2836","8.384","8.4338","8.6047","9.6338","9.9928","10.1157","10.261","10.6385","11.9378","11.8176","11.0786","9.862","9.5976","9.4063","9.275","9.3262","9.3502","9.3199","9.1125","8.9499","9.1102","9.5207","10.5261","11.1166","10.9933","11.2836","11.248","11.2733","11.2867","11.3728","11.3951","11.4114","11.4118","11.4799","11.6257","11.4626","11.8084","11.6765","11.7218","11.829","12.4479","12.0518","11.7521","11.8031","11.8547","11.6826","11.6939","11.3819","11.2827","11.1434","11.316","11.4568","11.6343",
"조지아","외환예금금리","","2.902","2.4142","2.4098","2.7227","2.3753","2.4368","2.7286","2.6252","2.529","2.4258","2.6006","2.6073","2.5689","2.669","2.463","2.4998","2.5635","2.6883","2.7901","2.5395","2.3949","2.4537","2.5226","2.3859","2.294","2.3076","2.318","2.4982","2.6115","2.303","2.3506","2.3144","2.2232","2.099","1.9842","1.8046","1.7111","1.6197","1.3088","1.2865","1.2249","1.0074",".8229",".7499",".7728",".7228",".7104",".6811",".7219",".5848",".7259",".7591","1.0663",".8283",".9445",".935",".8621",".7947",".9542",".9947",".9365","1.1248","1.0324","1.0143","1.166","1.4085","1.4732","1.4797","1.5345","1.823","2.2957","2.1175",
"조지아","대출금리","","11.2853","11.3197","11.4366","10.9061","11.2286","11.3281","11.3392","10.8546","10.773","11.0511","10.9891","10.9213","10.8696","10.7155","10.9445","10.1424","10.6218","10.9962","10.5936","10.7361","10.5782","11.1563","10.9795","11.4631","11.8843","12.0364","11.8433","12.0671","12.3074","12.2662","11.7762","11.7085","11.2041","11.2746","11.7016","11.5399","12.0859","11.7295","11.8547","12.2216","12.3961","12.5546","13.1453","12.7367","12.8513","12.4766","12.738","13.3356","13.23","13.2722","13.3841","13.7628","13.7713","13.8711","13.472","13.7614","13.7334","13.5951","13.9543","14.0562","13.9292","13.9934","14.0757","13.989","13.8502","13.3401","13.6399","13.365","12.9141","12.9836","13.1422","12.906",
"조지아","외환대출금리","","8.403","8.3823","8.9171","8.1001","8.713","8.5025","8.2653","8.2249","7.933","8.2707","7.921","7.8194","7.7679","7.4701","7.6885","7.4635","7.3401","7.2824","7.1338","7.1228","7.4292","7.2531","7.0593","6.7623","6.359","6.4711","6.8043","6.9379","6.8054","6.9499","6.6866","6.882","6.8983","7.142","6.8642","7.1255","6.9666","6.662","6.7176","6.5393","6.9494","6.7558","6.5512","6.5329","6.5237","6.4777","6.4618","6.7299","6.645","6.6824","6.908","6.6735","7.0343","7.1359","7.2803","7.5561","7.7518","7.6117","8.0021","9.1032","8.6212","8.3568","9.0021","10.0277","9.1757","9.3581","9.2582","8.9504","9.2022","8.9482","9.0222","9.4646",
"홍콩","중앙은행 정책 금리","","1.75","1.75","2","2","2","2.25","2.25","2.25","2.5","2.5","2.5","2.75","2.75","2.75","2.75","2.75","2.75","2.75","2.75","2.5","2.25","2","2","2.49","2","2","1.65","1.11",".62",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".5",".75",".75","1.25","2","2.75","2.75","3.5","3.5","4.25","4.75","4.75","5","5.25","5.25","5.5","5.5","5.75","5.75","5.75","5.75","5.75","5.75",
"홍콩","시장금리","",".78",".33",".08","1.05",".35",".7",".8",".9","1.4",".5","1.5","2.8",".1",".65",".65","1.25","1.97","2.97","1.75","1.31","3.04","2.37","2.22","4.56","2.06","1.4","1.85",".75",".31",".18",".06",".28",".1",".32",".04",".04",".23",".04",".03",".04",".04",".05",".05",".04",".04",".04",".06",".06",".14",".11",".09",".06",".1","1.43",".94","1.19","2.26","3.03","4.35","3.23","1.5","3.85","1.94","3.74","3.83","5.75","5.6","2.53","5.68","4.53","4.22","6.09",
"홍콩","초단기 국채율","",".66",".62",".96","1.2","1.1","1.51","1.31","1.52","1.97","1.55","1.65","1.75","1.09","1.18","1.36","1.98","1.88","1.96","1.97","1.98","1.9","1.9","1.83","1.91","1.85","1.25",".62",".36",".5",".1",".06",".06","-.03",".03",".02",".05",".07",".04",".02",".01",".02",".01","",".01","",".02",".1",".15",".16",".16",".1",".18",".25",".97","1.53","2.3","2.79","3.05","4.72","2.78","2.15","2.92","2.67","3.1","4.1","4.14","4.55","3.58","4.72","4.87","5.05","4.47",
"홍콩","예금금리","",".01",".01",".01",".01",".01",".01",".01",".02",".02",".14",".14",".14",".14",".14",".14",".14",".14",".14",".14",".14",".14",".14",".14",".12",".12",".12",".12",".07",".06",".04",".04",".03",".03",".03",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".02",".09",".15",".2",".29",".39",".45",".48",".49",".49",".5",".53",".55",".57",".57",".57",
