"국가별","항목","단위","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월","2023.06 월","2023.07 월","2023.08 월","2023.09 월","2023.10 월","2023.11 월","2023.12 월",
"마카오","대출금리","","5.25","5.25","5.25","5.25","5.25","5.25","5.25","5.25","5.3726","5.375","5.375","5.375","5.375","5.375","5.375","5.375","5.375","5.375","5.375","5.375","5.375","5.375","5.2662","5.26357","5.26354","5.26348","5.26165","5.26074","5.26064","5.26055","5.26048","5.26042","5.2604","5.26039","5.26043","5.26045","5.26044","5.26026","5.26024","5.26026","5.2602","5.2602","5.26042","5.2604","5.26047","5.26049","5.2605","5.26058","5.26057","5.2606","5.26059","5.26059","5.26052","5.26025","5.26026","5.26023","5.29056","5.375","5.6144","5.7536","5.86546","5.875","5.875","5.875","5.98387","6","6.01589","6.125","6.125","6.125","6.125","6.125",
"말레이시아","중앙은행 정책 금리","","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3.25","3","3","3","3","3","3","3","3","2.75","2.75","2.5","2.5","2","2","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","1.75","2","2","2.25","2.25","2.5","2.5","2.75","2.75","2.75","2.75","2.75","2.75","3","3","3","3","3","3","3","3",
"말레이시아","시장금리","","2.9895","3.19","3.2","3.19","3.21","3.2","3.22","3.22","3.22","3.24","3.22","3.22","3.21","3.21","3.23","3.215","3.01","2.969","2.98","2.97","2.97","2.95","2.97","2.96","2.89","2.75","2.51","2.5","2.03","1.98","1.79","1.74","1.74","1.75","1.74","1.74","1.74","1.75","1.73","1.72","1.73","1.72","1.74","1.74","1.75","1.74","1.74","1.74","1.75","1.74","1.74","1.74","1.93","1.99","2.19","2.23","2.43","2.49","2.71","2.74","2.74","2.74","2.74","2.74","2.97","2.99","3.01","3","3","3","3","",
"말레이시아","저축율","",".98723","1.03219","1.03878","1.03061","1.0346","1.03967","1.04722","1.05159","1.05455","1.06368","1.06918","1.0717","1.06532","1.06771","1.07021","1.07192",".98919",".99422",".99527",".98874",".98488",".98126",".97865",".97244",".89457",".86833",".78217",".7694",".60511",".59299",".47818",".48",".47645",".48",".48",".48",".47",".47",".46",".46",".5822",".58233",".5816",".58035",".55386",".56544",".56579",".56494",".56441",".56609",".5692",".56742",".62948",".63008",".6893",".69919",".76811",".77232",".8478",".85485",".85456",".85398",".86161",".86769",".93146",".93853",".95601",".95329",".93733",".93882",".93739","",
"말레이시아","예금금리","","3.0116","3.1636","3.1604","3.1652","3.1503","3.15243","3.16241","3.16066","3.14542","3.15605","3.14542","3.14783","3.16541","3.1635","3.15008","3.1625","2.91542","2.89833","2.89833","2.91623","2.85115","2.91167","2.86324","2.90483","2.67962","2.65165","2.37833","2.36167","1.87596","1.85958","1.63167","1.62","1.60125","1.59","1.63","1.58","1.57","1.58","1.56","1.56","1.55708","1.56042","1.55725","1.55341","1.55875","1.55708","1.56167","1.565","1.55375","1.55375","1.55958","1.55583","1.77333","1.7875","2.01417","2.02042","2.25375","2.2536","2.51208","2.55083","2.50333","2.51667","2.5375","2.50292","2.71125","2.73125","2.7125","2.71125","2.72958","2.71583","2.70958","",
"말레이시아","대출금리","","4.6281","4.7881","4.85897","4.89636","4.96628","5.04797","5.06522","4.98073","4.93127","4.97662","4.98285","5.01882","5.03915","5.02389","5.03225","5.02409","4.93357","4.89296","4.81747","4.82298","4.75639","4.75525","4.72966","4.69507","4.63702","4.59885","4.40155","4.26332","4.00502","3.89152","3.70218","3.64346","3.644","3.52539","3.51","3.5082","3.44291","3.48749","3.46806","3.45303","3.42107","3.47355","3.43098","3.39956","3.45015","3.41779","3.4378","3.44688","3.27682","3.31415","3.32345","3.38875","3.5081","3.63953","3.94977","4.11252","4.30541","4.55505","4.65334","4.86943","4.97245","5.08564","5.10225","5.17964","5.31958","5.36976","5.46203","5.42507","5.49077","5.47907","5.47676","",
"말레이시아","정부채","","3.612","3.627","3.546","3.791","3.849","3.845","3.763","3.702","3.759","3.8","3.873","3.778","3.753","3.709","3.541","3.604","3.55","3.433","3.425","3.237","3.236","3.328","3.187","3.179","2.954","2.665","3.101","2.525","2.475","2.474","2.12","2.114","2.253","2.049","2.197","2.119","2.067","2.367","2.66","2.582","2.601","2.552","2.621","2.68","2.933","3.194","3.127","3.15","3.283","3.293","3.426","3.908","3.727","3.94","3.721","3.727","4.082","4.181","3.964","3.855","3.587","3.65","3.539","3.45","3.459","3.609","3.596","3.586","3.723","3.854","3.626","",
"몰디브","할인율","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10",
"몰디브","초단기 국채율","","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5",
"몰디브","저축율","","1.48","1.48","1.48","1.48","1.48","1.48","1.48","1.48","1.48","1.49","1.5","1.5","1.5","1.5","1.5","1.5","1.49","1.49","1.49","1.49","1.49","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49","1.49",
"몰디브","외환저축율","","2.17332","2.17441","2.15447","2.1381","2.14758","2.12719","2.14294","2.13649","2.11705","2.09298","2.10298","2.07871","2.06215","2.308","2.07256","2.05302","2.05397","2.08136","2.08153","2.08023","2.06394","2.06294","2.05818","1.99973","1.98893","2.0126","1.99856","1.98384","2.02825","2.04025","2.03254","2.02376","1.97716","1.95757","1.95411","1.92314","1.92373","1.44385","1.43382","1.43955","1.43206","1.43547","1.42916","1.42865","1.42393","1.4117","1.41583","1.41163","1.41604","1.41229","1.40368","1.41689","1.42766","1.43764","1.45024","1.45537","1.44216","1.44114","1.43985","1.43484","1.4261","1.4162","1.41384","1.40877","1.41299","1.42026","1.41633","1.40437","1.43114","1.43535","1.44126","1.41738",
"몰디브","예금금리","","3.54226","3.55881","3.55382","3.65269","3.65036","3.7224","3.7246","3.76978","3.7709","3.65654","3.65389","3.65131","3.07289","3.44665","3.50702","3.73147","3.7011","3.65668","3.72765","3.39413","3.46086","3.29383","3.35618","3.33233","3.17246","3.59803","3.62297","3.94071","3.92346","3.92198","3.998","3.83873","3.7886","3.38516","3.67735","3.7579","3.66309","3.87055","3.82731","3.81719","3.56923","3.63784","3.73646","3.52463","3.66874","3.56452","3.80023","3.60389","3.38767","3.68134","3.57937","3.51252","3.54217","3.7679","3.70182","3.88062","3.88868","3.89825","3.92646","3.96625","4.01529","4.03998","4.07959","4.09315","4.16082","3.9951","3.94585","3.9354","3.9415","3.88666","3.78023","4.08581",
"몰디브","외환예금금리","","3.37625","3.32414","3.2618","3.2571","3.40699","3.32255","3.2851","3.28834","3.31039","3.2495","3.18251","3.19228","3.02445","2.9924","3.1683","3.1724","3.37883","3.31232","3.18929","3.2126","3.09801","2.99331","2.91592","2.98773","3.04374","3.02631","3.14358","3.13352","3.31677","3.28242","3.21601","3.21928","3.18179","3.09916","2.93591","2.97167","2.82603","3.39315","3.35918","3.22594","3.30907","3.27518","3.33898","2.99555","3.0666","3.19628","3.21133","3.23811","3.22456","3.45904","3.54516","3.57134","3.60253","3.6042","3.54982","3.44304","3.43705","3.41542","3.33977","3.45703","3.44263","3.47629","3.45536","3.49142","3.5151","3.50239","3.98128","3.96109","3.92142","3.92294","3.90245","4.09239",
"몰디브","대출금리","","9.75856","10.12155","10.07371","9.93582","9.83597","10.06239","11.37617","11.37155","11.35268","11.36812","11.39362","11.47053","11.47436","11.48809","11.4569","11.47066","11.47532","11.51844","11.54052","11.53965","11.5627","11.57005","11.58109","11.59386","11.61352","11.62006","11.64719","11.63669","11.60533","11.61518","11.59595","11.55805","11.5833","11.59361","11.58657","11.54732","11.56695","11.56241","11.55495","11.53005","11.63369","11.61903","11.60359","11.61299","11.59175","11.58972","11.53283","11.38757","11.15523","10.99535","10.8269","10.65974","10.49749","10.21456","10.11353","9.92758","11.66575","11.64377","11.71377","11.73082","11.74049","11.70597","11.69797","11.70393","11.72071","11.62439","11.63282","11.64044","11.74693","11.666","11.64763","11.65463",
"몰디브","외환대출금리","","9.02447","8.90252","8.91932","8.93773","8.9308","8.94833","8.87059","8.85707","8.83649","8.79979","8.78259","8.82377","8.80068","8.80926","8.81924","8.83947","8.82228","8.73226","8.74273","8.73708","8.76479","8.7307","8.6969","8.48953","8.49327","8.48753","8.42744","8.45461","8.40631","8.39741","8.41873","8.44198","8.50506","8.48323","8.4895","8.47648","8.70826","8.57192","8.55724","8.60727","8.15062","8.16839","8.0709","8.08802","8.23546","8.13893","8.03022","8.02797","7.80103","7.83196","7.70284","7.68356","7.7012","7.71774","7.57815","7.57469","8.24328","8.28387","8.21473","8.26286","8.23932","8.19351","8.30789","8.49239","8.60528","8.37088","8.35772","8.58085","8.42553","8.43011","8.47198","8.43998",
"몰디브","정부채","","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4","2.4",
"몽골","중앙은행 정책 금리","","11","11","10","10","10","10","10","10","10","10","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","11","10","9","9","9","9","9","8","8","7.64","6","6","6","6","6","6","6","6","6","6","6","6","6","6.08","6.5","7.09","9.01","9","9.22","10","10","10.75","","","","","","","","","","","","","","","",
"몽골","시장금리","","10.76","10.98","10.66","9.95","9.96","10.05","9.76","9.99","10.04","10.04","10.18","10.8","11.12032","11.01","10.94","11.02","11.03","11.13","10.99","11.26013","11.12","11.06439","11.20081","11.01916","10.85821","10.95067","10.1756","9.86926","8.93207","8.95444","8.85485","8.73125","8.21516","7.66553","7.17047","5.64611","6.27879","6.25035","6.06117","6.0501","6.04546","6.03956","6.0399","6.01465","5.99868","6.07161","6.07502","6.16464","6.10893","6.53629","7.35846","8.77751","9.04382","9.50881","10.11936","10.05338","11.46042","","","","","","","","","","","","","","","",
"몽골","예금금리","","12.61116","12.91882","12.75646","12.76346","12.58127","12.28342","12.26004","12.28792","12.3","12.2714","12.2","12","12.1","10.60389","12.70719","11.07807","9.4","10.57489","10.33236","11.03342","11.0341","11.13198","10.95065","10.54527","10.59476","9.81098","11.12986","10.93746","10.72838","10.02993","10.5311","10.42594","9.95323","10.42112","10.15968","8.36179","7.9","7.13061","6.81172","5.90866","6.48946","6.05251","6.7063","7.55468","6.7448","6.74012","5.39991","5.75791","7.25392","6.47312","6.72149","7.85413","7.64531","7.4984","8.27454","9.16912","8.84784","","","","","","","","","","","","","","","",
"몽골","외환예금금리","","5.82966","5.19171","5.24419","5.27892","5.22927","5.23104","5.22206","5.11843","5.4","5.38947","5.3","5.3","4.9","4.47443","4.20474","4.38683","6.3","3.91215","4.80404","4.87008","5.7716","4.19099","4.31342","4.4696","3.56753","3.76484","5.40923","5.31701","3.48814","3.27381","3.24799","3.32495","2.99684","3.38038","2.69986","3.70328","2","2.29307","2.24565","2.69398","1.58866","1.64384","3.27325","2.15524","1.62223","1.3701","1.59061","3.43471","2.09379","2.43821","2.05468","1.73328","2.20631","1.78015","2.77616","2.32406","2.35119","","","","","","","","","","","","","","","",
"몽골","대출금리","","18.17339","18.09623","18.08577","17.97559","17.90713","17.75758","17.64643","17.60077","17.5","17.43372","17.29465","17.1","17.0601","17.02843","17.1","17.11027","17.1","17.09637","16.99442","16.93894","16.91489","16.90097","16.87902","16.83606","17.06259","17.01243","17.06975","17.0586","17.06148","17.02596","16.91778","16.9336","16.90535","16.81591","16.74531","16.55878","16.4825","16.39429","16.35156","16.32294","16.18743","15.98418","15.9","15.84588","15.72042","15.71398","15.63412","15.54385","15.51093","15.44024","15.3964","15.36004","15.36995","15.36598","15.34282","15.38819","15.27843","","","","","","","","","","","","","","","",
"몽골","외환대출금리","","11.24218","11.07327","11.01607","10.83366","10.92438","10.73795","10.73789","10.62845","10.7","10.6817","10.73623","10.5","10.6","10.7","10.6","10.57194","10.6","10.67711","10.75085","10.75023","10.75506","10.60961","10.58113","10.34642","10.29984","10.34586","10.33578","10.36347","10.4089","10.43025","10.45039","10.43679","10.45964","10.46642","10.45914","10.32674","10.25296","9.97042","9.88176","9.41662","9.31891","9.17867","9.3","9.19076","9.25158","9.30816","9.29281","9.07213","9.26393","9.32539","9.39847","9.48335","9.77384","9.87474","9.88787","9.77891","10.00303","","","","","","","","","","","","","","","",
"미얀마","할인율","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","9.5","8.5","7","7","7","7","7","7","7","7","7","7","7","7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"미얀마","예금금리","","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","7.5","6.5","5","5","5","5","5","5","5","5","5","5","5","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"미얀마","대출금리","","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","15.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"미얀마","정부채","","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"네팔","중앙은행 정책 금리","","7","7","7","7","7","7","7","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6","6","6","6","6","6","6","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","7.5","7.5","7.5","7.5","7.5","7.5","7",
"네팔","할인율","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","4","4","4","4","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","4.5","4.5","4.5","4.5","3",
"네팔","초단기 국채율","","5.822","3.92508","4.7","4.9849","5.15","4.378","3.741","3.34","2.74","1.77076","2.203","1",".86","3.44","3.55","4.44","4.29","5.5","4.97",".21","2.72898","4.32737","3.83374","1.63758","3.17109","3.9069","3.96511","2.13092","3.51186","2.80788","1.2727",".21474",".12894",".10539",".78642",".59881",".86618","1.1301","2.03","2.7635","2.28385","3.79059","4.55169",".65619","3.97544","4.85566","4.80661","5.03845","5.06718","5.31544","6.81677","7.58076","8.30047","9.90337","10.66422","10.64265","9.08779","10.14114","10.88096","10.66599","10.89392","9.79289","9.33444","9.74005","9.65809","9.06589","6.35193","5.92235","5.95163","4.9416","4.38807","3.53209",
"네팔","정부채","","6","6","6","6","6","6","6","6","6","6","6","6","6","6","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","9","9","9","9","9","9","9","9","9","9","9","9","9",
"오만","할인율","","2.823","2.898","3.127","3.147","3.226","3.353","3.332","3.323","3.47","3.552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"오만","시장금리","","1.195","1.356","1.33","1.714","1.831","1.896","2.147","2.20876","2.23","2.31697","2.301","2.141","2.415","2.463","2.581","2.638","2.668","2.744","2.77","2.736","2.675","2.397","2.163","2.139","1.865","1.868","2.088","1.836","1.552","1.57",".977","1.1",".78",".859",".94753",".7",".60976",".54656",".54653",".39407",".40469",".336",".41951",".482",".438",".44732",".41318",".369",".39139",".43012",".40865",".62989","","","","","","","","","","","","","","","","","","","","",
"오만","예금금리","","3.47832","3.54058","3.51773","3.536","3.54374","3.56881","3.54574","3.56748","3.59506","3.59798","3.6375","3.73131","3.73538","3.76411","3.82064","3.81026","3.83046","3.84931","3.90252","3.9126","3.94221","3.97575","3.98297","3.99502","3.99034","4.00785","3.96601","4.01109","4.01813","4.05512","4.06295","4.02389","4.02446","4.039","4.06679","4.15299","4.15427","4.18455","4.18994","4.19777","4.20538","4.19467","4.13146","4.15193","4.14133","4.13956","4.06058","4.06682","4.02263","4.00563","3.96104","3.91472","","","","","","","","","","","","","","","","","","","","",
"오만","외환예금금리","","1.58","1.945","1.959","2.11363","2.18487","2.14891","2.17076","2.00582","2.18328","2.22329","2.30848","2.40212","2.64908","2.73305","2.75259","2.58183","2.59332","2.63823","2.62658","2.69228","2.54321","2.45257","2.36544","2.36544","2.3877","2.36456","2.33979","2.28537","2.30625","2.35487","2.52881","2.54129","2.58171","2.479","2.39153","2.31942","2.21406","2.53113","2.42773","2.45877","2.56736","2.3167","2.14966","2.13557","1.96615","1.99614","2.07054","2.22802","2.29136","2.31999","2.36673","2.435","","","","","","","","","","","","","","","","","","","","",
"오만","대출금리","","5.21","5.192","5.161","5.168","5.22827","5.24001","5.25031","5.28073","5.2935","5.2985","5.30502","5.32927","5.38495","5.33681","5.34771","5.36874","5.38759","5.41642","5.42639","5.43491","5.46327","5.45962","5.48079","5.45293","5.48072","5.50885","5.47866","5.4778","5.38909","5.38065","5.44066","5.48186","5.48094","5.479","5.48899","5.51077","5.47792","5.45104","5.51064","5.49756","5.50353","5.52377","5.51165","5.39997","5.49503","5.51298","5.51948","5.57045","5.50421","5.44956","5.48533","5.46865","","","","","","","","","","","","","","","","","","","","",
"오만","외환대출금리","","4.13","4.27","4.417","4.598","4.68147","4.85829","4.91931","4.90432","5.03797","5.20074","5.18395","5.25022","5.34931","5.31531","5.31657","5.27756","5.26557","5.19634","5.01108","4.85527","4.9043","4.76653","4.77327","4.63897","4.59935","4.48884","4.28164","4.11394","4.00739","3.804","3.70234","3.67294","3.54269","3.536","3.52056","3.47469","3.51252","3.5206","3.5295","3.50526","3.50439","3.53737","3.52053","3.49146","3.49721","3.48093","3.45709","3.51975","3.49759","3.53882","3.66767","3.77522","","","","","","","","","","","","","","","","","","","","",
"파키스탄","할인율","","6.5","6.5","6.5","6.5","7","7","8","8","9","9","10.5","10.5","10.75","10.75","11.25","11.25","12.75","12.75","13.75","13.75","13.75","13.75","13.75","13.75","13.75","13.75","12","10","9","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8.25","8.25","9.75","10.75","","","","","","","","","","","","","","","","","","","","","","","","",
"파키스탄","시장금리","","5.7302","6.0121","6.0265","6.088","6.1321","6.734","6.912","7.6094","7.6795","8.3746","8.6553","10.0592","9.6242","9.8347","10.3727","10.2901","10.9605","11.4727","12.0981","13.1867","12.5868","12.6185","12.6501","12.5315","12.6455","12.6726","10.2021","9.1294","8.2809","7.9724","6.703","6.8143","7.0061","6.926","7.3363","7.2453","7.16","7.27","7.19","7.23","7.35","7.27","7.48","7.13","7.35","7.58","8.4","","","","","","","","","","","","","","","","","","","","","","","","","",
"파키스탄","초단기 국채율","","","","","","","","","","","","","","","","","","12.6958","","13.9498","13.9399","13.829","13.2468","13.2766","13.2875","13.2351","13.3401","11.1895","7.8829","7.7465","7.4786","7.0134","7.1551","7.1686","7.2","7.1959","7.1911","7.4001","7.4914","7.7327","7.6463","7.5686","7.5605","7.4967","7.4293","7.9488","","","11.3228","","","","","","","","","","","","","","","","","","","","","","","","",
"파키스탄","저축율","","","","","","","4.1428","","","","","","7.0031","","","","","","8.58728","","","","","","10.00792","","","","","","5.8598","","","","","","5.01854","","","","","","4.97211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"파키스탄","예금금리","","4.43","4.53","4.57","4.53","4.57","4.82","4.94","5.41","5.53","6.04","6.17","7.16","7.48","7.79","7.88","7.93","8.38","9.23","9.57","10.03","10.1955","10.31951","10.35283","10.42604","10.47306","10.5962","10.35469","9.11634","7.65366","6.73837","5.94894","5.86015","5.81995","5.76777","5.6981","5.66717","5.5632","5.51859","5.54561","5.51613","5.51049","5.59701","5.5606","5.58045","5.64797","5.75067","5.97497","7.2527","","","","","","","","","","","","","","","","","","","","","","","","",
"파키스탄","대출금리","","8","7.98","7.89","8.06","8.04","8.16","8.4","8.58","8.65","9.19","9.4","10.02","10.58","10.89","11.11","11.49","11.57","11.98","12.71","12.98","13.23805","13.44083","13.40293","13.40485","13.31909","13.24094","13.04575","12.06201","11.60937","10.92563","9.71949","9.48184","9.07541","9.10909","8.84836","8.65601","8.61948","8.66534","8.59015","8.71415","8.63299","8.6893","8.52817","8.55005","8.38897","8.60004","8.67955","9.33349","","","","","","","","","","","","","","","","","","","","","","","","",
"파키스탄","정부채","","","","","7.1621","7.2003","7.4677","","","","","","12.1915","12.2209","12.0002","12.1981","12.1419","13.6117","13.677","14.0206","14.1519","12.8683","11.713","11.764","11.6954","11.7226","11.9582","11.5351","8.5315","7.5239","7.8223","7.2359","8.1911","8.2","8.24","8.24","8.24","8.407","8.9083","9.3343","9.2202","8.6213","8.6126","8.6626","8.8458","8.8788","","11.1552","11.4618","","","","","","","","","","","","","","","","","","","","","","","","",
"팔레스타인","예금금리","","","","1.83135","","","2.12395","","","2.55","","","2.56009","","","2.8393","","","2.7434","","","2.99577","","","2.83","","","2.71","","","2.32","","","2.38489","","","2.31043","","","2.24307","","","2.28523","","","2.31087","","","2.11342","","","2.11642","","","2.0827","","","","","","","","","","","","","","","","","","",
"팔레스타인","대출금리","","","","5.70356","","","5.71306","","","5.98","","","6.09523","","","5.86511","","","6.10365","","","5.81908","","","5.94","","","5.66","","","5.71","","","5.3616","","","5.33763","","","5.59181","","","5.6506","","","5.59431","","","5.38425","","","5.55552","","","5.62369","","","","","","","","","","","","","","","","","","",
"필리핀","중앙은행 정책 금리","","3","3","3","3","3.25","3.5","3.5","4","4.5","4.5","4.75","4.75","4.75","4.75","4.75","4.75","4.5","4.5","4.5","4.25","4","4","4","4","4","3.75","3.25","2.75","2.75","2.25","2.25","2.25","2.25","2.25","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2.25","2.5","3.25","3.75","4.25","4.25","5","5.5","5.5","6","6.25","6.25","6.25","6.25","6.25","6.25","6.25","6.5","6.5","6.5",
"필리핀","할인율","","","3.6143","3.5951","3.6168","3.7451","3.8841","4.109","4.5471","4.6103","5.1249","5.2883","5.3578","5.3692","5.3579","5.3593","5.3693","5.1159","5.105","5.0801","","4.875","4.625","","","","","3.75","3.75","","3.25","","2.75","2.75","","","","","","","","","2.5","2.5","","2.5","","","","","","","2.5","","2.75","","","","6.5902","","","","","","","","","","","","","","",
"필리핀","시장금리","","3.09025","3.07575","3.07262","3.16511","3.29966","3.50127","3.64258","3.9895","4.2209","4.6446","4.7721","4.9478","5.0984","5.1138","5.1745","5.2227","5.0434","4.9369","4.773","4.4083","4.32255","4.09183","4.01753","3.97014","3.8216","3.70803","3.5393","3.30841","2.43001","2.34949","1.8125","1.91355","1.87121","1.875","1.88343","1.99671","1.6875","1.31162","1.57137","1.55979","1.90625","1.75","1.76087","2","1.6875","1.68229","1.82955","1.95477","","1.99702","1.8897","1.875","1.87539","2.3711","3.05193","3.27318","3.97088","4.23361","4.604","5.33","5.51586","5.81033","6.31852","6.36175","6.40035","6.32369","6.31332","6.31775","6.29256","6.22052","6.40625","6.4095",
"필리핀","초단기 국채율","","2.277","2.67","3.008","3.44","3.407","3.356","3.297","3.239","3.349","4.778","5.181","5.356","5.444","5.575","5.754","5.606","5.309","4.596","3.826","3.326","3.093","2.995","3.168","3.192","3.2985","3.09425","3.0185","3.20441","2.2341","1.9782","1.5192","1.1458","1.1521","1.0944","1.02171","1.0143",".97995",".87042","1.20807","1.3345","1.26952","1.10846","1.061","1.0674","1.07175","1.103","1.1515","1.14",".8606",".80633","1.50139","1.24841","1.4845","1.64555","2.095","1.96741","2.318","4.08509","4.34825","4.089","4.2","4.26171","4.77447","5.34726","5.84163","5.96312","5.73439","5.6394","5.5685","5.99935","5.89492","4.996",
"필리핀","저축율","",".798",".67",".758",".747",".811",".795",".877",".896",".983","1.081","1.126","1.196","1.403","1.239","1.409","1.326","1.358","1.244","1.365","1.341","1.13",".994",".999",".974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"필리핀","외환저축율","",".2008",".2105",".215",".229",".228",".234",".235",".242",".26086",".25635",".27089",".27403",".28067",".27959",".28244",".2894",".29384",".28773",".25304",".25139",".254",".237",".226",".28303",".24767",".29457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"필리핀","예금금리","","2.676","2.809","2.768","2.82","2.98","3.047","3.103","3.276","3.32861","2.48189","4.88396","3.22706","4.49825","5.25304","5.13993","4.7814","5.08857","4.64221","3.95918","3.05867","2.93542","3.04731","3.48258","3.11727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
